Symbol,Security Name,Exchange,ETF
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",NYSE,N
RMTI,"Rockwell Medical, Inc. - Common Stock",NASDAQ,N
RNA,"Atrium Therapeutics, Inc. - Common Stock",NASDAQ,N
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",NASDAQ,N
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",NASDAQ,N
RNG,"RingCentral, Inc. Class A Common Stock",NYSE,N
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",NYSE,N
RNR,RenaissanceRe Holdings Ltd. Common Stock,NYSE,N
RNST,Renasant Corporation Common Stock,NYSE,N
RNTX,"Rein Therapeutics, Inc. - Common Stock",NASDAQ,N
RNXT,"RenovoRx, Inc. - Common Stock",NASDAQ,N
ROAD,"Construction Partners, Inc. - Common Stock",NASDAQ,N
ROC,Rank One Computing Corporation - Common stock,NASDAQ,N
ROCK,"Gibraltar Industries, Inc. - Common Stock",NASDAQ,N
ROG,Rogers Corporation Common Stock,NYSE,N
ROK,"Rockwell Automation, Inc. Common Stock",NYSE,N
ROKU,"Roku, Inc. - Class A Common Stock",NASDAQ,N
ROL,"Rollins, Inc. Common Stock",NYSE,N
ROOT,"Root, Inc. - Common Stock",NASDAQ,N
ROP,"Roper Technologies, Inc. - Common Stock",NASDAQ,N
ROST,"Ross Stores, Inc. - Common Stock",NASDAQ,N
RPAY,Repay Holdings Corporation - Class A Common Stock,NASDAQ,N
RPC,"Ridgepost Capital, Inc. Class A Common Stock",NYSE,N
RPD,"Rapid7, Inc. - Common Stock",NASDAQ,N
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",NASDAQ,N
RPM,RPM International Inc. Common Stock,NYSE,N
RPT,Rithm Property Trust Inc. Common stock,NYSE,N
RR,Richtech Robotics Inc. - Class B Common Stock,NASDAQ,N
RRBI,"Red River Bancshares, Inc. - Common Stock",NASDAQ,N
RRC,Range Resources Corporation Common Stock,NYSE,N
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",NASDAQ,N
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",NASDAQ,N
RRX,Regal Rexnord Corporation Common Stock,NYSE,N
RS,"Reliance, Inc. Common Stock",NYSE,N
RSF,RiverNorth Capital and Income Fund Common Stock,NYSE,N
RSG,"Republic Services, Inc. Common Stock",NYSE,N
RSI,"Rush Street Interactive, Inc. Class A Common Stock",NYSE,N
RSSS,"Research Solutions, Inc - Common Stock",NASDAQ,N
RSVR,"Reservoir Media, Inc.. - Common Stock",NASDAQ,N
RTB,"RTB Digital, Inc. - Common Stock",NASDAQ,N
RTX,RTX Corporation Common Stock,NYSE,N
RUBI,Rubico Inc. - Common Stock,NASDAQ,N
RUM,RUM Group Inc. - Class A Common Stock,NASDAQ,N
RUN,Sunrun Inc. - Common Stock,NASDAQ,N
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",NASDAQ,N
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",NASDAQ,N
RVLV,"Revolve Group, Inc. Class A Common Stock",NYSE,N
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ,N
RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ,N
RVT,"Royce Small-Cap Trust, Inc. Common Stock",NYSE,N
RVTY,"Revvity, Inc. Common Stock",NYSE,N
RWAY,Runway Growth Finance Corp. - Common Stock,NASDAQ,N
RWT,"Redwood Trust, Inc. Common Stock",NYSE,N
RXO,"RXO, Inc. Common Stock",NYSE,N
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N
RXST,"RxSight, Inc. - Common Stock",NASDAQ,N
RXT,"Rackspace Technology, Inc. - Common Stock",NASDAQ,N
RY,Royal Bank Of Canada Common Stock,NYSE,N
RYAM,Rayonier Advanced Materials Inc. Common Stock,NYSE,N
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",NYSE,N
RYM,"RYTHM, Inc. - Common Stock",NASDAQ,N
RYN,Rayonier Inc. REIT Common Stock,NYSE,N
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
RYZ,Ryerson Holding Corporation Common Stock,NYSE,N
RZLT,"Rezolute, Inc. - Common Stock (NV)",NASDAQ,N
S,"SentinelOne, Inc. Class A Common Stock",NYSE,N
SABR,Sabre Corporation - Common Stock,NASDAQ,N
SABS,"SAB Biotherapeutics, Inc. - Common Stock",NASDAQ,N
SAFE,Safehold Inc. New Common Stock ,NYSE,N
SAFT,"Safety Insurance Group, Inc. - Common Stock",NASDAQ,N
SAFX,"XCF Global, Inc. - Class A Common Stock",NASDAQ,N
SAH,"Sonic Automotive, Inc. Common Stock",NYSE,N
SAIA,"Saia, Inc. - Common Stock",NASDAQ,N
SAIC,Science Applications International Corporation - Common Stock,NASDAQ,N
SAIL,"SailPoint, Inc. - Common Stock",NASDAQ,N
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE,N
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,NASDAQ,N
SANA,"Sana Biotechnology, Inc. - Common Stock",NASDAQ,N
SANM,Sanmina Corporation - Common Stock,NASDAQ,N
SARO,"StandardAero, Inc. Common Stock",NYSE,N
SATL,Satellogic Inc. - Class A Common Stock,NASDAQ,N
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE,N
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ,N
SBC,SBC Medical Group Holdings Incorporated - Common Stock,NASDAQ,N
SBCF,Seacoast Banking Corporation of Florida - Common Stock,NASDAQ,N
SBET,"Sharplink, Inc. - Common Stock",NASDAQ,N
SBFG,"SB Financial Group, Inc. - Common Stock",NASDAQ,N
SBFM,Sunshine Biopharma Inc. - Common stock,NASDAQ,N
SBGI,"Sinclair, Inc. - Class A Common Stock",NASDAQ,N
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE,N
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,NYSE,N
SBR,Sabine Royalty Trust Common Stock,NYSE,N
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ,N
SBSI,"Southside Bancshares, Inc. Common Stock",NYSE,N
SBUX,Starbucks Corporation - Common Stock,NASDAQ,N
SCCO,Southern Copper Corporation Common Stock,NYSE,N
SCD,LMP Capital and Income Fund Inc. Common Stock,NYSE,N
SCHL,Scholastic Corporation - Common Stock,NASDAQ,N
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE,N
SCI,Service Corporation International Common Stock,NYSE,N
SCKT,"Socket Mobile, Inc. - Common Stock",NASDAQ,N
SCL,Stepan Company Common Stock,NYSE,N
SCLX,Scilex Holding Company - Common Stock,NASDAQ,N
SCM,Stellus Capital Investment Corporation Common Stock,NYSE,N
SCNX,"Scienture Holdings, Inc. - Common Stock",NASDAQ,N
SCOR,"comScore, Inc. - Common Stock",NASDAQ,N
SCSC,"ScanSource, Inc. - Common Stock",NASDAQ,N
SCWO,374Water Inc. - common stock,NASDAQ,N
SCYX,"SCYNEXIS, Inc. - Common Stock",NASDAQ,N
SD,"SandRidge Energy, Inc. Common Stock",NYSE,N
SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ,N
SDHC,Smith Douglas Homes Corp. Class A Common Stock,NYSE,N
SDHI,Siddhi Acquisition Corp - Class A Common stock,NASDAQ,N
SDOT,Sadot Group Inc. - Common Stock,NASDAQ,N
SDST,Stardust Power Inc. - Common Stock,NASDAQ,N
SEAT,Vivid Seats Inc. - Class A common stock,NASDAQ,N
SECZ,Securitize Corp. Common Stock,NYSE,N
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ,N
SEER,"Seer, Inc. - Class A Common Stock",NASDAQ,N
SEG,Seaport Entertainment Group Inc. Common Stock,NYSE,N
SEGG,Sports Entertainment Gaming Global Corporation  - Common Stock,NASDAQ,N
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,N
SEIC,SEI Investments Company - Common Stock,NASDAQ,N
SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ,N
SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ,N
SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ,N
SENS,"Senseonics Holdings, Inc. - Common Stock",NASDAQ,N
SEPN,"Septerna, Inc. - Common Stock",NASDAQ,N
SERA,"Sera Prognostics, Inc. - Class A Common Stock",NASDAQ,N
SERV,Serve Robotics Inc. - Common Stock,NASDAQ,N
SES,SES AI Corporation Class A Common Stock,NYSE,N
SES.W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",NYSE,N
SEV,Aptera Motors Corp. - Class B Common Stock,NASDAQ,N
SEVN,Seven Hills Realty Trust  - Common Stock,NASDAQ,N
SEZL,Sezzle Inc. - Common Stock,NASDAQ,N
SF,Stifel Financial Corporation Common Stock,NYSE,N
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ,N
SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE,N
SFD,"Smithfield Foods, Inc. - Common Stock",NASDAQ,N
SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ,N
SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,N
SFNC,Simmons First National Corporation - Common Stock,NASDAQ,N
SFST,"Southern First Bancshares, Inc. - Common Stock",NASDAQ,N
SG,"Sweetgreen, Inc. Class A Common Stock",NYSE,N
SGA,"Saga Communications, Inc. - Class A Common Stock",NASDAQ,N
SGC,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,N
SGHT,"Sight Sciences, Inc. - Common Stock",NASDAQ,N
SGI,Somnigroup International Inc. Common Stock,NYSE,N
SGLY,Singularity Future Technology Ltd. - Common Stock,NASDAQ,N
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,N
SGP,"SpyGlass Pharma, Inc. - Common Stock",NASDAQ,N
SGRP,"SPAR Group, Inc. - Common Stock",NASDAQ,N
SGRY,"Surgery Partners, Inc. - Common Stock",NASDAQ,N
SGU,Star Group L.P. Common Stock,NYSE,N
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,N
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",NASDAQ,N
SHBI,"Shore Bancshares, Inc. - Common Stock",NASDAQ,N
SHC,Sotera Health Company - Common Stock,NASDAQ,N
SHEN,Shenandoah Telecommunications Co - Common Stock,NASDAQ,N
SHFS,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,N
SHIM,Shimmick Corporation - Common Stock,NASDAQ,N
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ,N
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,N
SHOE,"Shoe Station Group, Inc. - Common Stock",NASDAQ,N
SHOO,"Steven Madden, Ltd. - Common Stock",NASDAQ,N
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,N
SHW,Sherwin-Williams Company (The) Common Stock,NYSE,N
SI,"Shoulder Innovations, Inc. Common Stock",NYSE,N
SIBN,"SI-BONE, Inc. - Common Stock",NASDAQ,N
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE,N
SIDU,"Sidus Space, Inc. - Class A Common Stock",NASDAQ,N
SIEB,Siebert Financial Corp. - Common Stock,NASDAQ,N
SIGA,SIGA Technologies Inc. - Common Stock,NASDAQ,N
SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,N
SILO,"Silo Pharma, Inc. - Common Stock",NASDAQ,N
SIND,Sinda Ltd. Common Stock,NYSE,N
SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,N
SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,N
SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ,N
SITC,SITE Centers Corp. Common Stock,NYSE,N
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE,N
SITM,SiTime Corporation - Common Stock,NASDAQ,N
SJM,The J.M. Smucker Company Common Stock,NYSE,N
SJT,San Juan Basin Royalty Trust Common Stock,NYSE,N
SKIL,Skillsoft Corp. Class A Common Stock,NYSE,N
SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ,N
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,N
SKT,Tanger Inc. Common Stock,NYSE,N
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,N
SKY,"Champion Homes, Inc. Common Stock",NYSE,N
SKYA,"SkyAI, Inc. - Common Stock",NASDAQ,N
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,N
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,N
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE,N
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ,N
SKYT,"SkyWater Technology, Inc. - Common Stock",NASDAQ,N
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ,N
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ,N
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,N
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ,N
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,N
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ,N
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ,N
SLF,Sun Life Financial Inc. Common Stock,NYSE,N
SLG,SL Green Realty Corp Common Stock,NYSE,N
SLGN,Silgan Holdings Inc. Common Stock,NYSE,N
SLM,SLM Corporation - Common Stock,NASDAQ,N
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,N
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ,N
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ,N
SLQT,"SelectQuote, Inc. Common Stock",NYSE,N
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,N
SLSN,"Solesence, Inc. - Common stock",NASDAQ,N
SLVM,Sylvamo Corporation Common Stock,NYSE,N
SM,SM Energy Company Common Stock,NYSE,N
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE,N
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,N
SMBK,"SmartFinancial, Inc. Common Stock",NYSE,N
SMC,Summit Midstream Corporation Common Stock,NYSE,N
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ,N
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE,N
SMHI,SEACOR Marine Holdings Inc. Common Stock ,NYSE,N
SMID,Smith-Midland Corporation - Common Stock,NASDAQ,N
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ,N
SMP,"Standard Motor Products, Inc. Common Stock",NYSE,N
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,N
SMR,NuScale Power Corporation Class A Common Stock,NYSE,N
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE,N
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ,N
SMTC,Semtech Corporation - Common Stock,NASDAQ,N
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ,N
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ,N
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ,N
SNA,Snap-On Incorporated Common Stock,NYSE,N
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ,N
SNAP,Snap Inc. Class A Common Stock,NYSE,N
SND,"Smart Sand, Inc. - Common Stock",NASDAQ,N
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE,N
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,N
SNDR,"Schneider National, Inc. Common Stock",NYSE,N
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
SNES,"SenesTech, Inc. - Common Stock",NASDAQ,N
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,N
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ,N
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ,N
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,N
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
SNOW,Snowflake Inc. Common Stock,NYSE,N
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ,N
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",NASDAQ,N
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,N
SNX,TD SYNNEX Corporation Common Stock,NYSE,N
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ,N
SO,Southern Company (The) Common Stock,NYSE,N
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ,N
SOC,Sable Offshore Corp. Common Stock,NYSE,N
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,N
SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ,N
SOLV,Solventum Corporation Common Stock,NYSE,N
SON,Sonoco Products Company Common Stock,NYSE,N
SONM,"DNA X, Inc. - Common Stock",NASDAQ,N
SONO,"Sonos, Inc. - Common Stock",NASDAQ,N
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ,N
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,N
SOWG,Sow Good Inc. - Common Stock,NASDAQ,N
SPAI,Safe Pro Group Inc. - Common Stock,NASDAQ,N
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE,N
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE,N
SPCX,Space Exploration Technologies Corp. - Class A Common Stock,NASDAQ,N
SPE,"Special Opportunities Fund, Inc Common Stock",NYSE,N
SPFI,"South Plains Financial, Inc. - Common Stock",NASDAQ,N
SPG,"Simon Property Group, Inc. Common Stock",NYSE,N
SPGI,S&P Global Inc. Common Stock,NYSE,N
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE,N
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE,N
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE,N
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",NYSE,N
SPOK,"Spok Holdings, Inc. - Common Stock",NASDAQ,N
SPRB,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,N
SPRO,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,N
SPRU,Spruce Power Holding Corporation Class A Common Stock,NYSE,N
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
SPSC,"SPS Commerce, Inc. - Common Stock",NASDAQ,N
SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ,N
SPTX,"Seaport Therapeutics, Inc. - Common Stock",NASDAQ,N
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ,N
SPWR,SunPower Inc. - Common Stock,NASDAQ,N
SPXC,"SPX Technologies, Inc. Common Stock",NYSE,N
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ,N
SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",NASDAQ,N
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE,N
SR,Spire Inc. Common Stock,NYSE,N
SRBK,"SR Bancorp, Inc. - Common stock",NASDAQ,N
SRCE,1st Source Corporation - Common Stock,NASDAQ,N
SRE,DBA Sempra Common Stock,NYSE,N
SRFM,Surf Air Mobility Inc. Common Stock,NYSE,N
SRG,Seritage Growth Properties Class A Common Stock,NYSE,N
SRI,"Stoneridge, Inc. Common Stock",NYSE,N
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,N
SRRK,Scholar Rock Holding Corporation - Common Stock,NASDAQ,N
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",NASDAQ,N
SRTS,"Sensus Healthcare, Inc. - Common Stock",NASDAQ,N
SRZN,"Surrozen, Inc. - Common Stock",NASDAQ,N
SSB,SouthState Bank Corporation Common Stock,NYSE,N
SSBI,Summit State Bank - Common Stock,NASDAQ,N
SSD,"Simpson Manufacturing Company, Inc. Common Stock",NYSE,N
SSII,SS Innovations International Inc. - Common Stock,NASDAQ,N
SSMR,Sunshine Silver Mining & Refining Company Common Stock,NYSE,N
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,N
SSP,E.W. Scripps Company (The) - Class A Common Stock,NASDAQ,N
SSRM,SSR Mining Inc. - Common Stock,NASDAQ,N
SST,"System1, Inc. Class A Common Stock",NYSE,N
SSTI,"SoundThinking, Inc. - Common Stock",NASDAQ,N
SSTK,"Shutterstock, Inc. Common Stock",NYSE,N
SSYS,"Stratasys, Ltd. - Common Stock",NASDAQ,N
STAA,STAAR Surgical Company - Common Stock,NASDAQ,N
STAG,"Stag Industrial, Inc. Common Stock",NYSE,N
STBA,"S&T Bancorp, Inc. - Common Stock",NASDAQ,N
STC,Stewart Information Services Corporation Common Stock,NYSE,N
STEM,"Stem, Inc. Class A Common Stock",NYSE,N
STEP,StepStone Group Inc. - Class A Common Stock,NASDAQ,N
STEW,"SRH Total Return Fund, Inc. Common Stock",NYSE,N
STEX,Streamex Corp. - Common Stock,NASDAQ,N
STGW,Stagwell Inc. - Class A Common Stock,NASDAQ,N
STI,"Solidion Technology, Inc. - Common Stock",NASDAQ,N
STIM,"Neuronetics, Inc. - Common Stock",NASDAQ,N
STKS,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ,N
STLD,"Steel Dynamics, Inc. - Common Stock",NASDAQ,N
STM,STMicroelectronics N.V. Common Stock,NYSE,N
STN,Stantec Inc Common Stock,NYSE,N
STOK,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,N
STRA,"Strategic Education, Inc. - Common Stock",NASDAQ,N
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,N
STRO,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,N
STRR,"Star Equity Holdings, Inc. - Common Stock",NASDAQ,N
STRS,Stratus Properties Inc. - Common Stock,NASDAQ,N
STRT,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ,N
STT,State Street Corporation Common Stock,NYSE,N
STTK,"Shattuck Labs, Inc. - Common Stock",NASDAQ,N
STUB,"StubHub Holdings, Inc. Class A Common Stock",NYSE,N
STZ,"Constellation Brands, Inc. Common Stock",NYSE,N
SU,Suncor Energy  Inc. Common Stock,NYSE,N
SUI,"Sun Communities, Inc. Common Stock",NYSE,N
SUIG,Sui Group Holdings Limited - Common Stock,NASDAQ,N
SUJA,"Suja Life, Inc. - Class A Common Stock",NASDAQ,N
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE,N
SUNE,"SUNation Energy, Inc. - Common Stock",NASDAQ,N
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ,N
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
SURG,"SurgePays, Inc. - Common Stock",NASDAQ,N
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAQ,N
SVRA,"Savara, Inc. - Common Stock",NASDAQ,N
SVRN,OceanPal Inc. - Common Stock,NASDAQ,N
SVV,"Savers Value Village, Inc. Common Stock",NYSE,N
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ,N
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,N
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ,N
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE,N
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ,N
SWMR,"Swarmer, Inc - common stock",NASDAQ,N
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE,N
SWZ,Total Return Securities Fund Common Stock,NYSE,N
SXC,"SunCoke Energy, Inc. Common Stock",NYSE,N
SXI,Standex International Corporation Common Stock,NYSE,N
SXT,Sensient Technologies Corporation Common Stock,NYSE,N
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,N
SYF,Synchrony Financial Common Stock,NYSE,N
SYK,Stryker Corporation Common Stock,NYSE,N
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,N
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,N
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ,N
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,N
SYY,Sysco Corporation Common Stock,NYSE,N
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ,N
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),NYSE,N
TALK,"Talkspace, Inc. - Common Stock",NASDAQ,N
TALO,"Talos Energy, Inc. Common Stock",NYSE,N
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ,N
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE,N
TAP.A,Molson Coors Beverage Company Class A Common Stock,NYSE,N
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,N
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ,N
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ,N
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ,N
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,N
TBI,"TrueBlue, Inc. Common Stock",NYSE,N
TBN,Tamboran Resources Corporation Common stock,NYSE,N
TBRG,"TruBridge, Inc. - Common Stock",NASDAQ,N
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,N
TCBK,TriCo Bancshares - Common Stock,NASDAQ,N
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ,N
TCBX,"Third Coast Bancshares, Inc. Common Stock",NYSE,N
TCI,"Transcontinental Realty Investors, Inc. Common Stock",NYSE,N
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ,N
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ,N
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ,N
TCX,Tucows Inc. - Common Stock,NASDAQ,N
TD,Toronto Dominion Bank (The) Common Stock,NYSE,N
TDAY,"USA TODAY Co., Inc. Common Stock",NYSE,N
TDC,Teradata Corporation Common Stock,NYSE,N
TDF,"Templeton Dragon Fund, Inc. Common Stock",NYSE,N
TDG,Transdigm Group Incorporated Common Stock,NYSE,N
TDOC,"Teladoc Health, Inc. Common Stock",NYSE,N
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ,N
TDW,Tidewater Inc. Common Stock,NYSE,N
TDY,Teledyne Technologies Incorporated Common Stock,NYSE,N
TE,T1 Energy Inc. Common Stock,NYSE,N
TE.W,"T1 Energy Inc. Warrants, each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share",NYSE,N
TEAD,Teads Holding Co. - Common Stock,NASDAQ,N
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ,N
TECH,Bio-Techne Corp - Common Stock,NASDAQ,N
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ,N
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",NYSE,N
TELA,"TELA Bio, Inc. - Common stock",NASDAQ,N
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ,N
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ,N
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ,N
TER,"Teradyne, Inc. - Common Stock",NASDAQ,N
TEX,Terex Corporation Common Stock,NYSE,N
TFC,Truist Financial Corporation Common Stock,NYSE,N
